properties{
  x = 320,
  y = 480,
  width = 320,
  height = 480,
  world = "dungeon_0",
  floor = -3,
  tileset = "4",
  music = "cave",
}

tile{
  layer = 0,
  x = -48,
  y = 96,
  width = 112,
  height = 16,
  pattern = "382",
}

tile{
  layer = 0,
  x = 72,
  y = 128,
  width = 176,
  height = 144,
  pattern = "386",
}

tile{
  layer = 0,
  x = 256,
  y = 64,
  width = 24,
  height = 352,
  pattern = "233",
}

tile{
  layer = 0,
  x = 40,
  y = 144,
  width = 24,
  height = 144,
  pattern = "235",
}

tile{
  layer = 0,
  x = 80,
  y = 64,
  width = 24,
  height = 48,
  pattern = "233",
}

tile{
  layer = 0,
  x = 40,
  y = 40,
  width = 24,
  height = 24,
  pattern = "57",
}

tile{
  layer = 0,
  x = 80,
  y = 40,
  width = 24,
  height = 24,
  pattern = "58",
}

tile{
  layer = 0,
  x = 256,
  y = 40,
  width = 24,
  height = 24,
  pattern = "58",
}

tile{
  layer = 0,
  x = 64,
  y = 40,
  width = 16,
  height = 24,
  pattern = "232",
}

tile{
  layer = 0,
  x = 232,
  y = 40,
  width = 32,
  height = 24,
  pattern = "232",
}

tile{
  layer = 0,
  x = 40,
  y = 64,
  width = 24,
  height = 32,
  pattern = "235",
}

tile{
  layer = 0,
  x = 216,
  y = 56,
  width = 24,
  height = 48,
  pattern = "235",
}

tile{
  layer = 0,
  x = 216,
  y = 40,
  width = 24,
  height = 24,
  pattern = "57",
}

tile{
  layer = 0,
  x = 96,
  y = 96,
  width = 128,
  height = 24,
  pattern = "232",
}

tile{
  layer = 0,
  x = 216,
  y = 96,
  width = 24,
  height = 24,
  pattern = "68",
}

tile{
  layer = 0,
  x = 80,
  y = 96,
  width = 24,
  height = 24,
  pattern = "67",
}

tile{
  layer = 0,
  x = 40,
  y = 112,
  width = 24,
  height = 32,
  pattern = "235",
}

tile{
  layer = 0,
  x = 64,
  y = 64,
  width = 8,
  height = 8,
  pattern = "307",
}

tile{
  layer = 0,
  x = 240,
  y = 64,
  width = 8,
  height = 8,
  pattern = "307",
}

tile{
  layer = 0,
  x = 72,
  y = 64,
  width = 8,
  height = 8,
  pattern = "308",
}

tile{
  layer = 0,
  x = 248,
  y = 64,
  width = 8,
  height = 8,
  pattern = "308",
}

tile{
  layer = 0,
  x = 64,
  y = 72,
  width = 8,
  height = 208,
  pattern = "313",
}

tile{
  layer = 0,
  x = 248,
  y = 72,
  width = 8,
  height = 336,
  pattern = "314",
}

tile{
  layer = 0,
  x = 240,
  y = 72,
  width = 8,
  height = 48,
  pattern = "313",
}

tile{
  layer = 0,
  x = 72,
  y = 72,
  width = 8,
  height = 48,
  pattern = "314",
}

tile{
  layer = 0,
  x = 72,
  y = 120,
  width = 8,
  height = 8,
  pattern = "316",
}

tile{
  layer = 0,
  x = 240,
  y = 120,
  width = 8,
  height = 8,
  pattern = "315",
}

tile{
  layer = 0,
  x = 80,
  y = 120,
  width = 160,
  height = 8,
  pattern = "311",
}

tile{
  layer = 0,
  x = 72,
  y = 408,
  width = 176,
  height = 8,
  pattern = "312",
}

tile{
  layer = 0,
  x = 160,
  y = 408,
  width = 8,
  height = 8,
  pattern = "310",
}

tile{
  layer = 0,
  x = 248,
  y = 408,
  width = 8,
  height = 8,
  pattern = "309",
}

tile{
  layer = 0,
  x = 64,
  y = 272,
  width = 80,
  height = 24,
  pattern = "234",
}

tile{
  layer = 0,
  x = 136,
  y = 288,
  width = 24,
  height = 128,
  pattern = "235",
}

tile{
  layer = 0,
  x = 160,
  y = 312,
  width = 8,
  height = 96,
  pattern = "313",
}

tile{
  layer = 0,
  x = 168,
  y = 328,
  width = 80,
  height = 80,
  pattern = "386",
}

tile{
  layer = 0,
  x = 64,
  y = 264,
  width = 8,
  height = 8,
  pattern = "310",
}

tile{
  layer = 0,
  x = 72,
  y = 264,
  width = 96,
  height = 8,
  pattern = "312",
}

tile{
  layer = 0,
  x = 136,
  y = 272,
  width = 24,
  height = 24,
  pattern = "66",
}

tile{
  layer = 0,
  x = 152,
  y = 104,
  width = 16,
  height = 24,
  pattern = "290",
}

tile{
  layer = 0,
  x = 168,
  y = 104,
  width = 8,
  height = 24,
  pattern = "289",
}

tile{
  layer = 0,
  x = 144,
  y = 104,
  width = 8,
  height = 24,
  pattern = "288",
}

tile{
  layer = 0,
  x = 48,
  y = 88,
  width = 16,
  height = 8,
  pattern = "78",
}

tile{
  layer = 0,
  x = 48,
  y = 112,
  width = 16,
  height = 8,
  pattern = "80",
}

tile{
  layer = 0,
  x = 48,
  y = 96,
  width = 16,
  height = 16,
  pattern = "82",
}

wall{
  layer = 0,
  x = 280,
  y = 304,
  width = 56,
  height = 8,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

chest{
  layer = 0,
  x = 208,
  y = 381,
  treasure_name = "rupee",
  treasure_savegame_variable = "zdvfb",
  sprite = "entities/chest",
}

enemy{
  layer = 0,
  x = 96,
  y = 253,
  direction = 0,
  breed = "tentacle",
}

wall{
  layer = 0,
  x = -56,
  y = 112,
  width = 120,
  height = 8,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

wall{
  layer = 0,
  x = -56,
  y = 88,
  width = 120,
  height = 8,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

stairs{
  layer = 0,
  x = 152,
  y = 104,
  direction = 1,
  subtype = 4,
}

teletransporter{
  layer = 0,
  x = -16,
  y = 96,
  width = 16,
  height = 16,
  transition = "scrolling",
  destination_map = "Light/E2/E2_SS0/SS0_6",
  destination = "_side",
}

wall{
  layer = 0,
  x = -16,
  y = 0,
  width = 16,
  height = 80,
  stops_hero = true,
  stops_npcs = true,
  stops_enemies = true,
  stops_blocks = true,
  stops_projectiles = true,
}

tile{
  layer = 1,
  x = 152,
  y = -16,
  width = 16,
  height = 96,
  pattern = "382",
}

tile{
  layer = 1,
  x = 104,
  y = 32,
  width = 112,
  height = 64,
  pattern = "385",
}

tile{
  layer = 1,
  x = 168,
  y = 16,
  width = 112,
  height = 24,
  pattern = "49",
}

tile{
  layer = 1,
  x = -40,
  y = 168,
  width = 80,
  height = 16,
  pattern = "382",
}

tile{
  layer = 1,
  x = 280,
  y = 304,
  width = 24,
  height = 144,
  pattern = "50",
}

tile{
  layer = 1,
  x = 280,
  y = 32,
  width = 24,
  height = 256,
  pattern = "50",
}

tile{
  layer = 1,
  x = 40,
  y = 296,
  width = 80,
  height = 24,
  pattern = "52",
}

tile{
  layer = 1,
  x = 288,
  y = 288,
  width = 80,
  height = 16,
  pattern = "382",
}

tile{
  layer = 1,
  x = 16,
  y = 40,
  width = 24,
  height = 128,
  pattern = "51",
}

tile{
  layer = 1,
  x = 16,
  y = 16,
  width = 24,
  height = 24,
  pattern = "45",
}

tile{
  layer = 1,
  x = 16,
  y = 296,
  width = 24,
  height = 24,
  pattern = "47",
}

tile{
  layer = 1,
  x = 280,
  y = 440,
  width = 24,
  height = 24,
  pattern = "48",
}

tile{
  layer = 1,
  x = 280,
  y = 16,
  width = 24,
  height = 24,
  pattern = "46",
}

tile{
  layer = 1,
  x = 40,
  y = 16,
  width = 112,
  height = 24,
  pattern = "49",
}

tile{
  layer = 1,
  x = 152,
  y = 24,
  width = 16,
  height = 16,
  pattern = "76",
}

tile{
  layer = 1,
  x = 168,
  y = 24,
  width = 8,
  height = 16,
  pattern = "73",
}

tile{
  layer = 1,
  x = 144,
  y = 24,
  width = 8,
  height = 16,
  pattern = "72",
}

tile{
  layer = 1,
  x = 280,
  y = 288,
  width = 16,
  height = 16,
  pattern = "83",
}

tile{
  layer = 1,
  x = 280,
  y = 304,
  width = 16,
  height = 8,
  pattern = "81",
}

tile{
  layer = 1,
  x = 280,
  y = 280,
  width = 16,
  height = 8,
  pattern = "79",
}

tile{
  layer = 1,
  x = 272,
  y = 432,
  width = 8,
  height = 8,
  pattern = "17",
}

tile{
  layer = 1,
  x = 40,
  y = 432,
  width = 8,
  height = 8,
  pattern = "16",
}

tile{
  layer = 1,
  x = 48,
  y = 432,
  width = 224,
  height = 8,
  pattern = "236",
}

tile{
  layer = 1,
  x = 256,
  y = 416,
  width = 24,
  height = 24,
  pattern = "60",
}

tile{
  layer = 1,
  x = 40,
  y = 272,
  width = 24,
  height = 24,
  pattern = "59",
}

tile{
  layer = 1,
  x = 128,
  y = 416,
  width = 128,
  height = 24,
  pattern = "234",
}

tile{
  layer = 1,
  x = 16,
  y = 184,
  width = 24,
  height = 112,
  pattern = "51",
}

tile{
  layer = 1,
  x = 24,
  y = 160,
  width = 16,
  height = 8,
  pattern = "78",
}

tile{
  layer = 1,
  x = 24,
  y = 184,
  width = 16,
  height = 8,
  pattern = "80",
}

tile{
  layer = 1,
  x = 24,
  y = 168,
  width = 16,
  height = 16,
  pattern = "82",
}

tile{
  layer = 1,
  x = 40,
  y = 160,
  width = 128,
  height = 32,
  pattern = "385",
}

tile{
  layer = 1,
  x = 168,
  y = 160,
  width = 48,
  height = 160,
  pattern = "385",
}

tile{
  layer = 1,
  x = 216,
  y = 280,
  width = 64,
  height = 32,
  pattern = "385",
}

tile{
  layer = 1,
  x = 216,
  y = 304,
  width = 64,
  height = 16,
  pattern = "385",
}

tile{
  layer = 1,
  x = 216,
  y = 272,
  width = 64,
  height = 16,
  pattern = "385",
}

tile{
  layer = 1,
  x = 40,
  y = 152,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 40,
  y = 192,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 160,
  y = 192,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 160,
  y = 320,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 272,
  y = 320,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 272,
  y = 264,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 264,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 152,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 48,
  y = 152,
  width = 168,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 48,
  y = 192,
  width = 112,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 224,
  y = 264,
  width = 48,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 168,
  y = 320,
  width = 104,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 160,
  y = 200,
  width = 8,
  height = 120,
  pattern = "71",
}

tile{
  layer = 1,
  x = 216,
  y = 160,
  width = 8,
  height = 104,
  pattern = "71",
}

tile{
  layer = 1,
  x = 40,
  y = 160,
  width = 8,
