properties{
  x = 0,
  y = 0,
  width = 320,
  height = 240,
  world = "dungeon_0",
  floor = -15,
  tileset = "4",
  music = "cave",
}

tile{
  layer = 1,
  x = 280,
  y = 16,
  width = 24,
  height = 24,
  pattern = "46",
}

tile{
  layer = 1,
  x = 16,
  y = 16,
  width = 24,
  height = 24,
  pattern = "45",
}

tile{
  layer = 1,
  x = 16,
  y = 200,
  width = 24,
  height = 24,
  pattern = "47",
}

tile{
  layer = 1,
  x = 280,
  y = 200,
  width = 24,
  height = 24,
  pattern = "48",
}

tile{
  layer = 1,
  x = 40,
  y = 16,
  width = 240,
  height = 24,
  pattern = "49",
}

tile{
  layer = 1,
  x = 16,
  y = 40,
  width = 24,
  height = 160,
  pattern = "51",
}

tile{
  layer = 1,
  x = 40,
  y = 200,
  width = 240,
  height = 24,
  pattern = "52",
}

tile{
  layer = 1,
  x = 280,
  y = 40,
  width = 24,
  height = 160,
  pattern = "50",
}

tile{
  layer = 1,
  x = 40,
  y = 192,
  width = 8,
  height = 8,
  pattern = "16",
}

tile{
  layer = 1,
  x = 40,
  y = 40,
  width = 8,
  height = 8,
  pattern = "14",
}

tile{
  layer = 1,
  x = 272,
  y = 40,
  width = 8,
  height = 8,
  pattern = "15",
}

tile{
  layer = 1,
  x = 272,
  y = 192,
  width = 8,
  height = 8,
  pattern = "17",
}

tile{
  layer = 1,
  x = 48,
  y = 40,
  width = 224,
  height = 8,
  pattern = "179",
}

tile{
  layer = 1,
  x = 40,
  y = 48,
  width = 8,
  height = 144,
  pattern = "237",
}

tile{
  layer = 1,
  x = 48,
  y = 192,
  width = 224,
  height = 8,
  pattern = "236",
}

tile{
  layer = 1,
  x = 272,
  y = 48,
  width = 8,
  height = 144,
  pattern = "238",
}

tile{
  layer = 1,
  x = 48,
  y = 48,
  width = 224,
  height = 144,
  pattern = "393",
}

tile{
  layer = 1,
  x = 96,
  y = 56,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 96,
  y = 96,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 96,
  y = 136,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 96,
  y = 176,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 136,
  y = 56,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 136,
  y = 96,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 136,
  y = 136,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 136,
  y = 176,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 176,
  y = 56,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 176,
  y = 96,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 176,
  y = 136,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 176,
  y = 176,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 56,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 96,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 136,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 216,
  y = 176,
  width = 8,
  height = 8,
  pattern = "69",
}

tile{
  layer = 1,
  x = 104,
  y = 56,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 144,
  y = 56,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 184,
  y = 56,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 104,
  y = 96,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 144,
  y = 96,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 184,
  y = 96,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 104,
  y = 136,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 144,
  y = 136,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 184,
  y = 136,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 104,
  y = 176,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 144,
  y = 176,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 184,
  y = 176,
  width = 32,
  height = 8,
  pattern = "70",
}

tile{
  layer = 1,
  x = 96,
  y = 64,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 96,
  y = 104,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 96,
  y = 144,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 136,
  y = 64,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 136,
  y = 104,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 136,
  y = 144,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 176,
  y = 64,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 176,
  y = 104,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 176,
  y = 144,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 216,
  y = 64,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 216,
  y = 104,
  width = 8,
  height = 32,
  pattern = "71",
}

tile{
  layer = 1,
  x = 216,
  y = 144,
  width = 8,
  height = 32,
  pattern = "71",
}

dynamic_tile{
  name = "l1_2",
  layer = 1,
  x = 144,
  y = 64,
  pattern = "426",
  width = 32,
  height = 32,
  enabled_at_start = true,
}

dynamic_tile{
  name = "e1_2",
  layer = 1,
  x = 144,
